Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
1208,2019-08-17,Production Manager,NEL,Active,Contract,Zone A,Part-Time,Production       ,Wireline Construction,1979-12-30,MA,Female,Black,Single,Fully Meets,3,2022-08-18,5,1,5,2022-09-20,Leadership Development,Internal,Passed,3,492.39,40
1209,2023-05-31,Production Manager,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,1999-04-06,MA,Female,Other,Married,Fully Meets,3,2023-05-28,1,3,1,2023-06-18,Communication Skills,External,Failed,2,197.78,24
1210,2020-12-08,Production Manager,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,1948-12-24,MA,Female,Asian,Divorced,Fully Meets,3,2022-10-24,4,5,1,2023-01-09,Leadership Development,External,Incomplete,4,485.44,72
1211,2018-11-05,Production Technician II,CCDR,Terminated,Part-Time,Zone B,Part-Time,Production       ,Field Operations,1981-11-12,MA,Male,Other,Widowed,Fully Meets,3,2023-03-16,3,3,1,2023-07-30,Leadership Development,External,Passed,3,557.34,37
1212,2020-08-26,Production Technician II,EW,Terminated,Contract,Zone C,Full-Time,Production       ,Engineers,1983-08-27,MA,Female,Hispanic,Single,Fully Meets,3,2023-01-31,4,5,4,2023-05-03,Project Management,Internal,Failed,5,817.92,37
1213,2020-02-23,Production Technician II,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Project Management - Con,1987-03-22,MA,Female,White,Married,Fully Meets,3,2022-09-28,1,2,4,2023-02-15,Project Management,External,Failed,4,485.39,33
1214,2022-02-12,Production Technician II,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Splicing,1967-09-19,MA,Female,Asian,Divorced,Fully Meets,3,2023-02-06,1,5,3,2023-04-02,Customer Service,Internal,Completed,3,145.13,55
1215,2020-02-13,Production Technician II,PL,Active,Contract,Zone C,Temporary,Production       ,Aerial,1983-07-18,MA,Female,Asian,Widowed,Fully Meets,3,2022-10-25,2,1,5,2022-09-13,Communication Skills,External,Passed,4,751.88,37
1216,2023-02-15,Production Technician I,PYZ,Terminated,Part-Time,Zone B,Part-Time,Production       ,General - Con,1986-06-19,MA,Female,Black,Single,Fully Meets,3,2022-09-09,4,1,1,2023-07-16,Leadership Development,External,Incomplete,1,136.48,37
1217,2019-12-03,Production Technician I,SVG,Terminated,Full-Time,Zone B,Part-Time,Production       ,Wireline Construction,1960-07-17,MA,Male,Asian,Single,Fully Meets,3,2022-08-23,5,5,1,2023-04-17,Customer Service,External,Completed,1,857.42,59
1218,2018-12-31,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,1974-10-15,MA,Female,Black,Married,Fully Meets,3,2023-02-27,2,3,1,2023-01-30,Leadership Development,Internal,Failed,3,733.16,44
1219,2020-01-16,Production Technician I,BPC,Terminated,Part-Time,Zone B,Part-Time,Production       ,Engineers,1974-09-02,MA,Female,Hispanic,Married,Fully Meets,3,2023-07-17,2,2,2,2022-09-15,Communication Skills,External,Failed,5,761.31,46
1220,2018-11-20,Production Technician I,CCDR,Terminated,Full-Time,Zone C,Temporary,Production       ,Executive,1949-12-31,MA,Female,Asian,Single,Fully Meets,3,2023-08-05,5,2,4,2023-06-29,Leadership Development,External,Passed,1,920.41,69
1221,2022-11-11,Production Technician I,EW,Terminated,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),1967-09-04,MA,Female,Asian,Single,Fully Meets,3,2022-08-17,5,5,3,2022-08-25,Customer Service,Internal,Passed,4,167.69,55
1222,2020-12-18,Production Technician I,MSC,Terminated,Contract,Zone A,Part-Time,Production       ,People Services,1949-12-26,MA,Female,Asian,Widowed,Fully Meets,3,2023-03-31,5,2,1,2023-03-10,Leadership Development,External,Passed,2,931.45,71
1223,2021-01-26,Production Technician I,NEL,Active,Full-Time,Zone C,Temporary,Production       ,Engineers,1996-01-15,MA,Female,Asian,Widowed,Fully Meets,3,2023-07-05,4,1,4,2022-08-30,Project Management,External,Completed,1,474.36,25
1224,2021-11-26,Production Technician I,PL,Terminated,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,1964-09-27,MA,Male,Hispanic,Married,Fully Meets,3,2023-05-20,4,2,3,2023-03-18,Project Management,Internal,Incomplete,5,598.72,57
1225,2023-05-15,Production Technician I,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Finance & Accounting,1957-01-14,MA,Male,Asian,Married,Fully Meets,3,2022-05-11,1,2,4,2022-08-14,Customer Service,Internal,Completed,5,557.02,66
1226,2023-06-20,Production Technician I,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,1967-04-16,MA,Male,Other,Divorced,Fully Meets,3,2023-04-04,4,5,4,2023-05-20,Customer Service,Internal,Completed,3,939.92,56
1227,2019-08-22,Production Technician I,TNS,Active,Part-Time,Zone C,Part-Time,Production       ,Billable Consultants,1987-03-21,MA,Female,Other,Divorced,Fully Meets,3,2022-12-12,1,2,2,2023-05-15,Communication Skills,External,Failed,3,669.19,32
1228,2021-08-30,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Fielders,1994-02-12,MA,Female,Other,Widowed,Fully Meets,3,2023-01-21,2,5,3,2022-10-05,Technical Skills,Internal,Failed,5,525.69,27
1229,2020-01-27,Production Technician I,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,1952-12-31,MA,Female,Black,Single,Fully Meets,3,2023-05-20,4,2,5,2023-01-11,Customer Service,External,Failed,1,173.66,68
1230,2022-03-04,Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,1974-09-18,MA,Female,Hispanic,Widowed,Fully Meets,3,2022-11-30,5,4,4,2023-04-30,Communication Skills,External,Completed,1,635.71,48
1231,2020-03-07,Production Manager,EW,Active,Contract,Zone B,Temporary,Production       ,Wireless,1994-03-10,MA,Female,Black,Married,Fully Meets,3,2023-03-13,2,2,1,2022-08-06,Project Management,External,Passed,1,896.8,26
1232,2020-03-19,Production Manager,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,People Services,1947-03-17,MA,Female,Other,Single,Fully Meets,3,2022-08-22,2,1,5,2022-11-30,Leadership Development,Internal,Incomplete,4,857.61,73
1233,2022-07-23,Production Technician II,WBL,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,1992-07-05,MA,Male,Other,Divorced,Fully Meets,3,2023-01-05,5,5,3,2022-11-29,Customer Service,Internal,Failed,3,460.59,30
1234,2019-10-18,Production Technician II,NEL,Terminated,Full-Time,Zone A,Temporary,Production       ,Sales & Marketing,1947-06-19,MA,Female,Black,Divorced,Fully Meets,3,2022-11-12,4,1,5,2023-02-19,Leadership Development,Internal,Passed,1,504.82,72
1235,2020-04-14,Production Technician II,PL,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,1998-05-17,MA,Female,Other,Widowed,Fully Meets,3,2023-03-23,5,5,3,2023-04-10,Project Management,Internal,Failed,3,737.91,22
1236,2018-11-25,Production Technician II,BPC,Terminated,Part-Time,Zone B,Full-Time,Production       ,Field Operations,1946-11-12,MA,Female,White,Married,Fully Meets,3,2023-07-25,1,4,1,2023-04-17,Customer Service,External,Passed,2,244.25,72
1237,2021-03-23,Production Technician II,CCDR,Terminated,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),1975-12-17,MA,Female,Black,Divorced,Fully Meets,3,2023-11-07,4,3,1,2022-11-11,Leadership Development,External,Passed,2,762.82,46
1238,2020-10-27,Production Technician I,SVG,Terminated,Part-Time,Zone B,Part-Time,Production       ,Engineers,1968-12-09,MA,Female,Other,Single,Fully Meets,3,2022-12-29,1,3,3,2022-11-14,Leadership Development,Internal,Incomplete,2,640.14,52
1239,2022-06-11,Production Technician I,TNS,Terminated,Part-Time,Zone C,Temporary,Production       ,Splicing,2001-09-07,MA,Female,Hispanic,Single,Fully Meets,3,2022-07-10,4,5,5,2023-04-28,Project Management,Internal,Incomplete,3,726.03,21
1240,2020-03-19,Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,Isp,1985-11-04,MA,Female,Asian,Single,Fully Meets,3,2023-02-08,1,4,3,2023-01-04,Communication Skills,External,Passed,5,758.75,35
1241,2019-11-07,Production Technician I,WBL,Terminated,Contract,Zone B,Full-Time,Production       ,Field Operations,1992-03-13,MA,Female,Black,Married,Fully Meets,3,2023-01-16,4,4,3,2023-02-01,Project Management,External,Failed,5,878.94,27
1242,2023-04-24,Production Technician I,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,1959-03-18,MA,Female,White,Married,Fully Meets,3,2023-07-28,4,4,1,2023-03-14,Project Management,External,Passed,3,227.9,64
1243,2020-06-04,Production Technician I,PL,Active,Contract,Zone A,Temporary,Production       ,General - Con,1979-07-03,MA,Female,White,Widowed,Fully Meets,3,2023-04-05,5,2,3,2023-02-05,Communication Skills,Internal,Incomplete,3,855.27,41
1244,2022-05-23,Production Technician I,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,Isp,1954-11-02,MA,Male,Asian,Married,Fully Meets,3,2022-08-17,2,3,5,2023-02-18,Technical Skills,External,Incomplete,5,170.62,68
1245,2019-05-17,Production Technician I,CCDR,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,1961-03-02,MA,Male,White,Widowed,Fully Meets,3,2022-09-23,3,5,5,2023-06-29,Communication Skills,Internal,Incomplete,4,392.14,58
1246,2018-09-28,Production Technician I,SVG,Terminated,Part-Time,Zone B,Temporary,Production       ,Field Operations,1943-11-14,MA,Male,Black,Widowed,Fully Meets,3,2023-12-01,4,3,2,2022-12-25,Communication Skills,Internal,Completed,1,206.93,75
1247,2019-03-04,Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Production       ,Wireless,1972-03-26,MA,Female,Other,Single,Fully Meets,3,2022-11-13,2,4,5,2022-12-09,Customer Service,External,Completed,5,307.13,47
1248,2021-03-29,Production Technician I,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Underground,1988-09-09,MA,Female,White,Divorced,Fully Meets,3,2022-05-12,5,3,2,2022-08-24,Communication Skills,Internal,Passed,4,165.05,33
1249,2019-07-07,Production Technician I,TNS,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,1996-11-30,MA,Female,Asian,Divorced,Fully Meets,3,2022-12-22,2,4,2,2022-08-15,Communication Skills,Internal,Completed,4,371.27,23
1250,2018-09-06,Production Technician I,BPC,Active,Contract,Zone B,Full-Time,Production       ,General - Sga,1990-08-12,MA,Female,Black,Widowed,Fully Meets,3,2023-04-26,4,5,1,2023-04-28,Communication Skills,External,Incomplete,3,366.78,28
1251,2018-09-25,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,Splicing,1948-05-03,MA,Female,Asian,Married,Fully Meets,3,2022-03-12,5,5,3,2023-02-04,Communication Skills,External,Failed,5,205.92,70
1252,2022-03-11,Production Manager,EW,Active,Part-Time,Zone A,Temporary,Production       ,Project Management - Con,1982-02-21,MA,Female,Asian,Divorced,Fully Meets,3,2023-10-06,2,3,2,2022-11-20,Leadership Development,Internal,Completed,1,314.51,40
1253,2020-07-13,Production Manager,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Project Management - Con,1971-05-15,MA,Female,Asian,Divorced,Fully Meets,3,2023-10-01,2,4,2,2023-06-03,Customer Service,Internal,Completed,2,793.86,49
1254,2020-06-22,Production Technician II,WBL,Active,Contract,Zone B,Full-Time,Production       ,General - Con,1950-07-06,MA,Female,White,Married,Fully Meets,3,2023-06-18,3,1,5,2023-04-20,Project Management,Internal,Passed,3,252.53,70
1255,2019-09-30,Production Technician II,NEL,Terminated,Full-Time,Zone A,Temporary,Production       ,General - Con,1984-11-24,MA,Female,Black,Married,Fully Meets,3,2022-03-11,3,1,1,2022-10-23,Customer Service,External,Passed,2,693.25,35
1256,2020-01-08,Production Technician II,PL,Active,Contract,Zone A,Temporary,Production       ,Wireline Construction,1991-08-14,MA,Female,White,Widowed,Fully Meets,3,2022-10-24,4,4,2,2023-05-26,Project Management,Internal,Completed,4,926.76,29
1257,2021-10-16,Production Technician II,BPC,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,1978-07-11,MA,Female,Asian,Divorced,Fully Meets,3,2023-07-19,2,1,1,2023-05-23,Technical Skills,Internal,Failed,1,694.61,43
1258,2022-06-29,Production Technician II,CCDR,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,1977-10-16,MA,Female,Other,Widowed,Fully Meets,3,2023-04-16,3,5,4,2023-06-30,Project Management,Internal,Incomplete,1,732.02,45
1259,2022-05-01,Production Technician I,SVG,Terminated,Full-Time,Zone A,Temporary,Production       ,General - Con,1956-07-14,MA,Male,White,Single,Fully Meets,3,2022-10-17,1,3,4,2023-01-04,Leadership Development,Internal,Completed,1,897.62,66
1260,2018-08-16,Production Technician I,TNS,Active,Full-Time,Zone B,Part-Time,Production       ,Project Management - Con,1957-06-18,MA,Female,Asian,Married,Fully Meets,3,2023-02-21,5,2,5,2022-11-21,Leadership Development,Internal,Completed,2,786.57,61
1261,2019-12-27,Production Technician I,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,1959-09-27,MA,Female,Hispanic,Married,Fully Meets,3,2023-07-13,2,5,4,2023-07-26,Project Management,External,Incomplete,3,613.93,60
1262,2021-07-01,Production Technician I,WBL,Terminated,Part-Time,Zone A,Full-Time,Production       ,Engineers,1977-03-16,MA,Female,Hispanic,Widowed,Fully Meets,3,2022-12-16,3,4,1,2023-01-17,Communication Skills,Internal,Passed,2,711.8,44
1263,2022-10-20,Production Technician I,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Shop (Fleet),1952-11-14,MA,Female,Hispanic,Divorced,Fully Meets,3,2023-01-24,4,5,3,2023-03-03,Communication Skills,Internal,Failed,5,784.1,70
1264,2019-02-15,Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,1998-10-23,MA,Female,Hispanic,Married,Fully Meets,3,2023-04-21,3,5,4,2023-05-16,Customer Service,Internal,Failed,5,509.67,21
1265,2022-01-17,Production Technician I,BPC,Terminated,Part-Time,Zone C,Full-Time,Production       ,Field Operations,1976-05-28,MA,Male,Black,Widowed,Fully Meets,3,2023-06-28,4,2,5,2023-06-15,Leadership Development,Internal,Incomplete,4,494.96,46
1266,2021-11-14,Production Technician I,CCDR,Terminated,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,1971-04-04,MA,Male,Hispanic,Divorced,Fully Meets,3,2023-03-29,1,3,1,2023-03-30,Project Management,Internal,Incomplete,5,465.72,50
1267,2020-11-14,Production Technician I,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,1971-11-09,MA,Female,White,Divorced,Fully Meets,3,2023-04-25,4,1,5,2023-02-27,Technical Skills,Internal,Failed,1,507.43,49
1268,2023-02-25,Production Technician I,EW,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,1961-12-26,MA,Female,Other,Single,Fully Meets,3,2023-04-18,2,1,2,2023-05-25,Project Management,External,Passed,5,401.97,62
1269,2022-08-23,Production Technician I,MSC,Active,Contract,Zone A,Full-Time,Production       ,Yard (Material Handling),1965-04-28,MA,Female,Black,Divorced,Fully Meets,3,2022-09-19,1,2,4,2022-12-23,Customer Service,External,Passed,4,813.9,57
1270,2019-05-01,Production Technician I,TNS,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,1967-10-17,MA,Female,Hispanic,Married,Fully Meets,3,2023-03-16,5,5,1,2022-08-21,Leadership Development,External,Completed,2,360.02,52
1271,2020-04-26,Production Technician I,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,General - Sga,1951-11-16,MA,Female,Asian,Widowed,Fully Meets,3,2023-01-13,3,1,5,2023-02-15,Customer Service,Internal,Completed,3,692.71,69
1272,2021-02-08,Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Production       ,General - Eng,1971-05-27,MA,Female,Black,Single,Fully Meets,3,2022-10-31,4,2,3,2023-02-24,Technical Skills,Internal,Failed,3,233.12,50
1273,2020-10-29,Production Manager,NEL,Active,Contract,Zone A,Part-Time,Production       ,General - Sga,1957-03-14,MA,Female,Asian,Single,Fully Meets,3,2023-02-26,1,4,2,2023-05-24,Technical Skills,External,Incomplete,1,881.48,63
1274,2022-11-22,Production Manager,PL,Active,Contract,Zone A,Full-Time,Production       ,Engineers,1975-06-11,MA,Female,Black,Single,Fully Meets,3,2023-03-19,2,1,5,2023-05-22,Project Management,Internal,Passed,2,448.48,47
1275,2022-10-11,Production Technician II,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,1982-06-19,MA,Female,Other,Single,Fully Meets,3,2022-08-19,2,5,3,2023-06-13,Communication Skills,External,Incomplete,3,288.88,40
1276,2019-12-28,Production Technician II,EW,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,1978-04-21,MA,Female,White,Married,Fully Meets,3,2023-01-06,1,4,5,2023-07-15,Communication Skills,Internal,Failed,1,572.45,41
1277,2019-04-11,Production Technician II,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Splicing,1984-10-05,MA,Female,Other,Single,Fully Meets,3,2023-01-08,4,3,3,2023-03-27,Communication Skills,Internal,Passed,3,141.38,35
1278,2020-10-26,Production Technician II,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,1955-08-13,MA,Female,White,Divorced,Fully Meets,3,2023-05-28,2,4,5,2023-02-04,Technical Skills,Internal,Incomplete,1,331.46,65
1279,2021-07-09,Production Technician II,PL,Terminated,Part-Time,Zone B,Full-Time,Production       ,Field Operations,1994-07-16,MA,Female,White,Married,Fully Meets,3,2022-11-10,3,3,5,2022-11-23,Technical Skills,Internal,Incomplete,4,704.93,27
1280,2022-01-12,Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Production       ,General - Sga,1944-04-19,MA,Male,Black,Single,Fully Meets,3,2022-12-11,3,2,2,2023-06-08,Leadership Development,External,Completed,4,450.65,78
1281,2020-08-07,Production Technician I,TNS,Terminated,Part-Time,Zone A,Part-Time,Production       ,Finance & Accounting,1968-12-19,MA,Female,White,Widowed,Fully Meets,3,2023-05-31,4,2,1,2023-01-31,Project Management,External,Completed,3,775.97,52
1282,2021-04-10,Production Technician I,BPC,Terminated,Part-Time,Zone A,Temporary,Production       ,Catv,1980-12-28,MA,Female,Black,Widowed,Fully Meets,3,2022-04-10,3,3,1,2023-02-20,Leadership Development,External,Passed,4,376.0,41
1283,2021-01-11,Production Technician I,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,General - Eng,2000-02-18,MA,Female,Asian,Married,Fully Meets,3,2022-11-19,2,1,2,2023-01-17,Customer Service,External,Failed,2,106.54,21
1284,2019-12-08,Production Technician I,EW,Active,Contract,Zone B,Full-Time,Production       ,General - Eng,1985-01-28,MA,Female,Other,Married,Fully Meets,3,2022-11-24,5,1,5,2022-11-10,Communication Skills,External,Completed,1,852.87,34
1285,2021-09-26,Production Technician I,MSC,Active,Part-Time,Zone C,Full-Time,Production       ,General - Eng,1994-07-21,MA,Male,Hispanic,Widowed,Fully Meets,3,2023-05-07,3,2,2,2022-11-08,Project Management,External,Completed,4,469.03,27
1286,2021-09-09,Production Technician I,NEL,Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,1999-05-25,MA,Male,Asian,Divorced,Fully Meets,3,2023-04-13,1,5,1,2023-05-28,Customer Service,Internal,Incomplete,2,274.85,22
1287,2020-09-19,Production Technician I,PL,Terminated,Full-Time,Zone A,Full-Time,Production       ,General - Con,1943-09-18,MA,Female,Black,Widowed,Fully Meets,3,2023-07-30,3,5,2,2023-03-31,Technical Skills,External,Completed,1,342.57,77
1288,2022-01-11,Production Technician I,PYZ,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,1998-05-29,MA,Female,Hispanic,Single,Fully Meets,3,2023-07-15,2,4,5,2023-05-13,Technical Skills,External,Incomplete,5,948.31,24
1289,2019-07-18,Production Technician I,SVG,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,1942-01-07,MA,Female,Other,Single,Fully Meets,3,2023-09-05,5,3,1,2022-10-08,Leadership Development,Internal,Incomplete,3,900.52,77
1290,2021-04-13,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,1996-05-14,MA,Female,White,Married,Fully Meets,3,2023-12-04,5,4,2,2023-05-14,Leadership Development,External,Completed,4,140.72,25
1291,2023-06-17,Production Technician I,WBL,Active,Contract,Zone B,Temporary,Production       ,Engineers,1988-12-03,MA,Female,Black,Divorced,Fully Meets,3,2023-05-24,5,4,5,2022-09-12,Technical Skills,Internal,Passed,3,913.62,35
1292,2018-10-27,Production Technician I,BPC,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,1943-06-27,MA,Female,White,Divorced,Fully Meets,3,2023-03-21,1,4,3,2023-02-22,Customer Service,Internal,Completed,5,950.3,75
1293,2021-06-01,Production Technician I,CCDR,Active,Contract,Zone B,Full-Time,Production       ,Wireline Construction,1993-10-21,MA,Female,Asian,Single,Fully Meets,3,2023-03-15,2,3,2,2023-03-12,Project Management,Internal,Passed,2,668.77,28
1294,2023-04-07,Production Manager,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,1970-09-28,MA,Female,Hispanic,Single,Fully Meets,3,2023-03-08,5,4,2,2022-08-15,Technical Skills,Internal,Passed,3,906.05,53
1295,2021-06-13,Production Technician II,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,1970-10-24,MA,Female,Other,Married,Fully Meets,3,2023-02-18,3,3,3,2023-01-03,Communication Skills,Internal,Incomplete,5,689.77,51
1296,2019-03-13,Production Technician II,WBL,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,1985-01-27,MA,Female,Asian,Widowed,Fully Meets,3,2023-07-02,1,1,5,2023-03-05,Communication Skills,External,Passed,2,694.27,34
1297,2019-05-24,Production Technician II,NEL,Terminated,Part-Time,Zone A,Temporary,Production       ,Isp,1968-08-08,MA,Female,Other,Married,Fully Meets,3,2022-10-08,2,4,4,2023-06-14,Project Management,External,Passed,3,352.75,51
1298,2023-02-25,Production Technician II,PL,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,1983-10-03,MA,Female,Black,Married,Fully Meets,3,2022-06-12,1,2,1,2023-05-16,Project Management,Internal,Passed,3,411.17,40
1299,2020-03-24,Production Technician II,BPC,Active,Contract,Zone B,Full-Time,Production       ,Aerial,1953-10-10,MA,Female,Asian,Widowed,Fully Meets,3,2023-02-07,1,2,2,2023-01-21,Project Management,External,Completed,3,358.81,67
1300,2021-06-12,Production Technician II,CCDR,Active,Contract,Zone B,Temporary,Production       ,Field Operations,1967-05-09,MA,Female,Black,Married,Fully Meets,3,2022-07-10,1,3,1,2023-04-29,Technical Skills,Internal,Passed,4,588.64,54
1301,2019-03-22,Production Technician I,MSC,Terminated,Part-Time,Zone B,Temporary,Production       ,Field Operations,1950-03-28,MA,Female,Asian,Widowed,Fully Meets,3,2023-01-21,1,4,2,2022-09-22,Communication Skills,Internal,Incomplete,1,472.18,69
1302,2021-03-08,Production Technician I,TNS,Terminated,Full-Time,Zone A,Full-Time,Production       ,Field Operations,2000-02-07,MA,Female,Other,Married,Fully Meets,3,2023-04-06,1,2,4,2022-08-20,Project Management,Internal,Passed,2,758.79,21
1303,2020-05-15,Production Technician I,PYZ,Active,Contract,Zone A,Full-Time,Production       ,Finance & Accounting,1957-01-02,MA,Female,Hispanic,Single,Fully Meets,3,2023-01-01,5,3,5,2023-06-02,Leadership Development,Internal,Failed,3,921.81,63
1304,2023-01-24,Production Technician I,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Safety,1996-02-13,MA,Female,Asian,Widowed,Fully Meets,3,2023-11-04,3,5,1,2023-01-16,Communication Skills,External,Completed,3,405.08,27
1305,2021-01-06,Production Technician I,NEL,Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,1998-11-14,MA,Male,White,Married,Fully Meets,3,2023-02-22,2,5,2,2023-07-08,Technical Skills,Internal,Failed,3,784.22,23
1306,2021-04-16,Production Technician I,PL,Active,Part-Time,Zone B,Part-Time,Production       ,Project Management - Con,1997-07-08,MA,Male,Hispanic,Single,Fully Meets,3,2022-12-11,1,3,5,2023-07-13,Technical Skills,External,Failed,4,443.99,24
1307,2021-09-22,Production Technician I,BPC,Terminated,Contract,Zone A,Full-Time,Production       ,Engineers,1981-02-24,MA,Male,Black,Married,Fully Meets,3,2022-11-18,1,5,1,2022-11-16,Technical Skills,Internal,Incomplete,3,609.9,40
1308,2022-06-28,Production Technician I,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,1980-03-10,MA,Female,Asian,Divorced,Fully Meets,3,2022-08-28,4,5,2,2022-10-10,Leadership Development,External,Failed,5,742.16,42
1309,2020-08-17,Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,1980-05-15,MA,Female,Other,Widowed,Fully Meets,3,2022-07-09,1,1,3,2022-09-09,Technical Skills,External,Failed,3,517.74,40
1310,2023-04-03,Production Technician I,EW,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,1988-11-02,MA,Female,Asian,Single,Fully Meets,3,2023-04-24,3,4,3,2022-10-16,Project Management,Internal,Incomplete,4,350.59,35
1311,2023-05-26,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,1987-02-22,MA,Male,Asian,Single,Fully Meets,3,2023-09-03,5,2,3,2022-10-17,Leadership Development,Internal,Incomplete,1,546.94,36
1312,2021-04-10,Production Technician I,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,General - Eng,1997-09-08,MA,Female,Black,Widowed,Fully Meets,3,2022-09-25,2,5,2,2023-04-29,Communication Skills,Internal,Completed,4,514.37,24
1313,2023-04-18,Production Technician I,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1957-04-12,MA,Female,Hispanic,Single,Fully Meets,3,2023-07-18,5,4,1,2022-10-25,Leadership Development,Internal,Incomplete,5,786.98,66
1314,2021-10-13,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,General - Con,1996-08-30,MA,Female,White,Divorced,Fully Meets,3,2023-03-28,5,5,3,2023-03-18,Project Management,Internal,Passed,4,852.21,25
1315,2020-10-10,Sr. Accountant,NEL,Active,Part-Time,Zone A,Temporary,Admin Offices,Splicing,1956-12-21,MA,Female,Asian,Widowed,Fully Meets,3,2022-11-29,5,1,1,2023-07-29,Communication Skills,External,Failed,4,761.63,64
1316,2019-01-20,President & CEO,CCDR,Active,Part-Time,Zone A,Full-Time,Executive Office,Aerial,1955-10-24,MA,Female,Asian,Single,Fully Meets,3,2023-07-20,3,4,3,2023-04-20,Technical Skills,External,Passed,5,202.62,64
1317,2021-05-09,Sr. Accountant,MSC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Aerial,1950-11-23,MA,Female,Black,Widowed,Fully Meets,3,2023-05-05,4,2,2,2022-08-20,Communication Skills,External,Passed,5,414.75,71
1318,2023-07-29,Administrative Assistant,WBL,Active,Contract,Zone B,Temporary,Admin Offices,Field Operations,1984-05-14,MA,Female,White,Divorced,Fully Meets,3,2023-05-21,5,4,2,2022-10-17,Communication Skills,External,Completed,4,344.55,39
1319,2019-08-24,Accountant I,EW,Active,Part-Time,Zone C,Temporary,Admin Offices,Finance & Accounting,1964-07-23,MA,Male,Asian,Married,Fully Meets,3,2023-06-14,4,2,5,2023-05-19,Project Management,Internal,Failed,1,777.46,55
